Time	Open	High	Low	Close	Volume
2018-04-09 22:30:00	1.4131	1.41324	1.41297	1.41313	433	12
2018-04-09 23:00:00	1.41313	1.41314	1.41292	1.41311	518	13
2018-04-09 23:30:00	1.41311	1.41349	1.41308	1.4133	704	11
2018-04-10 00:00:00	1.41327	1.41393	1.41311	1.41393	1056	10
2018-04-10 00:30:00	1.41393	1.41402	1.41339	1.41348	1119	9
2018-04-10 01:00:00	1.41349	1.41392	1.41316	1.41349	1854	9
2018-04-10 01:30:00	1.41349	1.41351	1.41265	1.41268	1737	10
2018-04-10 02:00:00	1.41269	1.41283	1.41199	1.41212	2518	9
2018-04-10 02:30:00	1.41212	1.41311	1.41205	1.41286	1921	10
2018-04-10 03:00:00	1.41289	1.41305	1.41245	1.41254	1448	10
2018-04-10 03:30:00	1.41257	1.41359	1.41257	1.41355	1722	6
2018-04-10 04:00:00	1.41356	1.41362	1.41321	1.41347	897	10
2018-04-10 04:30:00	1.41347	1.41367	1.41332	1.41366	661	9
2018-04-10 05:00:00	1.41367	1.4137	1.41275	1.41277	1063	9
2018-04-10 05:30:00	1.41276	1.4133	1.41276	1.41329	1292	9
2018-04-10 06:00:00	1.41337	1.41373	1.41254	1.41256	3424	8
2018-04-10 06:30:00	1.41256	1.41498	1.41255	1.41474	2908	9
2018-04-10 07:00:00	1.4147	1.41574	1.41365	1.41511	4054	7
2018-04-10 07:30:00	1.41511	1.41684	1.41491	1.41614	4675	9
2018-04-10 08:00:00	1.41612	1.41661	1.41485	1.41559	4168	9
2018-04-10 08:30:00	1.41559	1.41685	1.41553	1.41666	3630	9
2018-04-10 09:00:00	1.41663	1.41784	1.41654	1.41781	3460	8
2018-04-10 09:30:00	1.41782	1.41789	1.4167	1.41682	3082	8
2018-04-10 10:00:00	1.41683	1.41707	1.41579	1.41587	2909	9
2018-04-10 10:30:00	1.41588	1.41664	1.41555	1.41579	3335	9
2018-04-10 11:00:00	1.41579	1.41619	1.41513	1.41569	2843	9
2018-04-10 11:30:00	1.41569	1.41878	1.41569	1.41717	8453	9
2018-04-10 12:00:00	1.41717	1.4182	1.41702	1.41774	3457	8
2018-04-10 12:30:00	1.41767	1.41778	1.41554	1.41618	4699	12
2018-04-10 13:00:00	1.41617	1.41735	1.41601	1.41653	4737	9
2018-04-10 13:30:00	1.41654	1.418	1.41624	1.41776	4476	7
2018-04-10 14:00:00	1.41779	1.41811	1.4173	1.41762	4095	7
2018-04-10 14:30:00	1.41761	1.41796	1.4168	1.41729	3975	8
2018-04-10 15:00:00	1.4173	1.41771	1.41538	1.41586	4914	7
2018-04-10 15:30:00	1.41584	1.41678	1.41546	1.41595	4479	8
2018-04-10 16:00:00	1.41595	1.41712	1.41584	1.41667	3505	9
2018-04-10 16:30:00	1.41667	1.41692	1.41448	1.41453	3900	7
2018-04-10 17:00:00	1.41455	1.41692	1.41452	1.4169	3007	8
2018-04-10 17:30:00	1.41689	1.41709	1.4162	1.4165	3279	9
2018-04-10 18:00:00	1.41647	1.41741	1.41609	1.41732	2814	8
2018-04-10 18:30:00	1.41732	1.4185	1.41729	1.41829	2458	8
2018-04-10 19:00:00	1.41828	1.4183	1.41739	1.41753	2116	8
2018-04-10 19:30:00	1.41751	1.41773	1.41715	1.41762	2181	8
2018-04-10 20:00:00	1.4176	1.41765	1.41736	1.41741	983	9
2018-04-10 20:30:00	1.4174	1.41759	1.41724	1.41742	1184	12
2018-04-10 21:00:00	1.41744	1.41778	1.417	1.41736	1195	44
2018-04-10 21:30:00	1.41744	1.41756	1.41733	1.4175	292	41
2018-04-10 22:00:00	1.41752	1.41793	1.41725	1.4176	852	20
2018-04-10 22:30:00	1.41761	1.41806	1.41751	1.41768	1001	20
2018-04-10 23:00:00	1.41756	1.41795	1.41745	1.41776	669	12
2018-04-10 23:30:00	1.41775	1.41837	1.41775	1.41812	649	17
2018-04-11 00:00:00	1.41811	1.41824	1.41759	1.41813	1384	9
2018-04-11 00:30:00	1.41816	1.41826	1.41785	1.41799	1047	7
2018-04-11 01:00:00	1.41799	1.41821	1.41774	1.41778	1206	10
2018-04-11 01:30:00	1.41774	1.41805	1.41735	1.41743	1430	11
2018-04-11 02:00:00	1.41743	1.41784	1.41733	1.41774	1463	11
2018-04-11 02:30:00	1.41773	1.41827	1.41763	1.41764	1500	11
2018-04-11 03:00:00	1.41764	1.41777	1.41763	1.41776	795	11
2018-04-11 03:30:00	1.41774	1.41818	1.41774	1.41812	1341	10
2018-04-11 04:00:00	1.41812	1.41812	1.41782	1.41795	1056	11
2018-04-11 04:30:00	1.41796	1.41813	1.41787	1.41808	1090	8
2018-04-11 05:00:00	1.41808	1.41892	1.41808	1.41875	1628	10
2018-04-11 05:30:00	1.41875	1.41898	1.41828	1.41865	1113	11
2018-04-11 06:00:00	1.41865	1.4197	1.41836	1.41936	2689	10
2018-04-11 06:30:00	1.41937	1.42149	1.41936	1.42052	3548	9
2018-04-11 07:00:00	1.42054	1.42183	1.41994	1.4215	4525	8
2018-04-11 07:30:00	1.42152	1.4223	1.42039	1.42088	3678	8
2018-04-11 08:00:00	1.42087	1.42147	1.42028	1.42091	3346	8
2018-04-11 08:30:00	1.4209	1.4209	1.41918	1.41943	3091	12
2018-04-11 09:00:00	1.41944	1.41944	1.41823	1.41914	3005	7
2018-04-11 09:30:00	1.41915	1.42017	1.4188	1.41927	2926	8
2018-04-11 10:00:00	1.41929	1.42013	1.41894	1.41982	3327	7
2018-04-11 10:30:00	1.41982	1.42015	1.41883	1.41952	2822	7
2018-04-11 11:00:00	1.41949	1.41972	1.41769	1.41779	5048	8
2018-04-11 11:30:00	1.41779	1.41793	1.41609	1.41647	4029	7
2018-04-11 12:00:00	1.41647	1.41894	1.41632	1.41829	3197	7
2018-04-11 12:30:00	1.41828	1.41908	1.41781	1.41803	5288	15
2018-04-11 13:00:00	1.41802	1.41883	1.41751	1.41812	3379	8
2018-04-11 13:30:00	1.41814	1.41993	1.41814	1.41948	3322	7
2018-04-11 14:00:00	1.41946	1.42141	1.41939	1.42049	4411	7
2018-04-11 14:30:00	1.42047	1.42201	1.4199	1.42066	4975	8
2018-04-11 15:00:00	1.42065	1.42112	1.42009	1.42071	4973	6
2018-04-11 15:30:00	1.42064	1.42094	1.41892	1.41936	3944	6
2018-04-11 16:00:00	1.41936	1.42032	1.419	1.42	3853	8
2018-04-11 16:30:00	1.42	1.42029	1.41732	1.41754	3574	8
2018-04-11 17:00:00	1.41757	1.41871	1.41757	1.41855	2509	8
2018-04-11 17:30:00	1.41855	1.41906	1.41797	1.41873	2191	8
2018-04-11 18:00:00	1.41872	1.41907	1.41608	1.4169	4538	17
2018-04-11 18:30:00	1.4169	1.41761	1.41684	1.41718	2278	9
2018-04-11 19:00:00	1.41718	1.41757	1.41699	1.41752	2419	9
2018-04-11 19:30:00	1.41753	1.41772	1.41712	1.41753	1821	10
2018-04-11 20:00:00	1.41752	1.41821	1.41745	1.41816	1019	8
2018-04-11 20:30:00	1.41816	1.41816	1.41746	1.41746	1471	11
2018-04-11 21:00:00	1.41741	1.41791	1.41719	1.41769	804	69
2018-04-11 21:30:00	1.41768	1.41777	1.41753	1.41772	414	25
2018-04-11 22:00:00	1.41768	1.41833	1.41766	1.4181	647	15
2018-04-11 22:30:00	1.4181	1.41839	1.41797	1.41801	648	12
2018-04-11 23:00:00	1.41801	1.41887	1.4178	1.41839	785	19
2018-04-11 23:30:00	1.41839	1.41876	1.41837	1.41872	586	13
2018-04-12 00:00:00	1.41871	1.41938	1.41867	1.41919	833	10
2018-04-12 00:30:00	1.41918	1.41973	1.41916	1.41946	1091	10
2018-04-12 01:00:00	1.41946	1.41977	1.41858	1.41865	821	9
2018-04-12 01:30:00	1.41867	1.41892	1.41795	1.41832	1408	9
2018-04-12 02:00:00	1.41833	1.4184	1.41788	1.41809	1744	9
2018-04-12 02:30:00	1.41811	1.41841	1.41786	1.41789	853	6
2018-04-12 03:00:00	1.41789	1.41811	1.41769	1.41781	1130	6
2018-04-12 03:30:00	1.41782	1.41854	1.41782	1.41829	1084	9
2018-04-12 04:00:00	1.41828	1.4183	1.41749	1.41761	1055	5
2018-04-12 04:30:00	1.4176	1.41762	1.41711	1.41735	1104	9
2018-04-12 05:00:00	1.41739	1.41831	1.41722	1.4181	1352	8
2018-04-12 05:30:00	1.4181	1.41815	1.41779	1.41789	990	7
2018-04-12 06:00:00	1.41788	1.41927	1.41755	1.41918	3149	9
2018-04-12 06:30:00	1.41919	1.41951	1.41801	1.41808	2332	8
2018-04-12 07:00:00	1.41808	1.41947	1.41769	1.41845	3669	9
2018-04-12 07:30:00	1.41844	1.4191	1.4172	1.41823	4352	8
2018-04-12 08:00:00	1.41822	1.41879	1.41748	1.4175	3199	8
2018-04-12 08:30:00	1.41751	1.41766	1.41539	1.41572	3934	6
2018-04-12 09:00:00	1.41572	1.41591	1.41451	1.41492	4406	8
2018-04-12 09:30:00	1.41492	1.41723	1.4147	1.41694	3625	8
2018-04-12 10:00:00	1.41694	1.41821	1.41675	1.41805	3485	9
2018-04-12 10:30:00	1.41806	1.41888	1.41711	1.41865	4864	7
2018-04-12 11:00:00	1.41864	1.42072	1.41864	1.41993	4276	8
2018-04-12 11:30:00	1.41993	1.42178	1.41883	1.42038	7943	10
2018-04-12 12:00:00	1.42037	1.42072	1.41926	1.41933	5955	9
2018-04-12 12:30:00	1.41932	1.42086	1.41873	1.41888	4879	9
2018-04-12 13:00:00	1.41887	1.41978	1.41847	1.41959	5019	8
2018-04-12 13:30:00	1.41957	1.42031	1.41853	1.41958	5725	8
2018-04-12 14:00:00	1.41958	1.42102	1.41889	1.42073	6046	8
2018-04-12 14:30:00	1.42075	1.42396	1.42059	1.42317	6365	7
2018-04-12 15:00:00	1.4232	1.42353	1.42238	1.42315	4791	8
2018-04-12 15:30:00	1.42315	1.42464	1.42249	1.42428	4168	8
2018-04-12 16:00:00	1.42428	1.42436	1.42345	1.42345	2478	8
2018-04-12 16:30:00	1.42346	1.42353	1.42265	1.42266	2734	8
2018-04-12 17:00:00	1.42266	1.42314	1.4224	1.42266	2969	8
2018-04-12 17:30:00	1.42266	1.42303	1.42229	1.42266	2299	8
2018-04-12 18:00:00	1.42267	1.42271	1.42218	1.42271	1567	9
2018-04-12 18:30:00	1.42268	1.42334	1.42241	1.42273	2213	9
2018-04-12 19:00:00	1.42267	1.42293	1.42237	1.42244	1200	8
2018-04-12 19:30:00	1.42245	1.42281	1.4224	1.42252	1159	8
2018-04-12 20:00:00	1.4225	1.42302	1.4225	1.42292	835	9
2018-04-12 20:30:00	1.42292	1.42311	1.42249	1.42268	1686	11
2018-04-12 21:00:00	1.42268	1.42332	1.42237	1.42305	588	49
2018-04-12 21:30:00	1.42306	1.42347	1.42284	1.42335	370	26
2018-04-12 22:00:00	1.42336	1.42338	1.42297	1.42311	671	19
2018-04-12 22:30:00	1.42307	1.42336	1.42303	1.42305	396	9
2018-04-12 23:00:00	1.42305	1.42333	1.42296	1.42331	1042	13
2018-04-12 23:30:00	1.42331	1.42395	1.42319	1.42389	512	10
2018-04-13 00:00:00	1.42389	1.4243	1.42346	1.42397	1250	10
2018-04-13 00:30:00	1.42397	1.42437	1.42358	1.42408	1009	9
2018-04-13 01:00:00	1.42408	1.42449	1.42337	1.42365	1137	9
2018-04-13 01:30:00	1.42365	1.42394	1.42323	1.42337	1135	7
2018-04-13 02:00:00	1.42335	1.42359	1.42272	1.42283	1417	10
2018-04-13 02:30:00	1.42283	1.42365	1.42281	1.42361	867	9
2018-04-13 03:00:00	1.42363	1.42405	1.4234	1.42342	1241	9
2018-04-13 03:30:00	1.4234	1.42358	1.42339	1.42344	436	10
2018-04-13 04:00:00	1.42343	1.42353	1.42304	1.42304	875	10
2018-04-13 04:30:00	1.42305	1.42331	1.42303	1.42331	483	8
2018-04-13 05:00:00	1.42331	1.42335	1.42282	1.42288	886	7
2018-04-13 05:30:00	1.42288	1.42334	1.42283	1.423	719	9
2018-04-13 06:00:00	1.423	1.42372	1.42205	1.42325	3786	10
2018-04-13 06:30:00	1.42323	1.42545	1.42299	1.42525	3730	9
2018-04-13 07:00:00	1.42524	1.42644	1.42475	1.42571	3993	10
2018-04-13 07:30:00	1.42573	1.42756	1.4255	1.42721	4258	8
2018-04-13 08:00:00	1.42725	1.42946	1.4271	1.42846	3817	9
2018-04-13 08:30:00	1.42845	1.42952	1.428	1.42843	3713	7
2018-04-13 09:00:00	1.42841	1.42877	1.42761	1.42791	2473	7
2018-04-13 09:30:00	1.42792	1.42886	1.42778	1.42828	3382	8
2018-04-13 10:00:00	1.42827	1.42934	1.42798	1.42848	2862	6
2018-04-13 10:30:00	1.42849	1.42961	1.42769	1.4277	2857	5
2018-04-13 11:00:00	1.42771	1.42787	1.42526	1.42541	4846	7
2018-04-13 11:30:00	1.42542	1.42637	1.42488	1.42557	3779	8
2018-04-13 12:00:00	1.42557	1.42634	1.42504	1.42634	2960	8
2018-04-13 12:30:00	1.42635	1.42697	1.42571	1.4258	2529	7
2018-04-13 13:00:00	1.42583	1.42642	1.42519	1.4253	3238	8
2018-04-13 13:30:00	1.42531	1.42659	1.4253	1.42574	3274	7
2018-04-13 14:00:00	1.42576	1.42682	1.42521	1.42529	3575	9
2018-04-13 14:30:00	1.42528	1.4257	1.42403	1.42472	4223	6
2018-04-13 15:00:00	1.42473	1.42592	1.42396	1.42562	3906	6
2018-04-13 15:30:00	1.4256	1.42585	1.4246	1.42508	3465	8
2018-04-13 16:00:00	1.42514	1.42609	1.42514	1.42554	2480	7
2018-04-13 16:30:00	1.42554	1.4258	1.4249	1.4249	2464	8
2018-04-13 17:00:00	1.4249	1.42526	1.4244	1.42502	1884	8
2018-04-13 17:30:00	1.42503	1.42547	1.4248	1.42494	1814	8
2018-04-13 18:00:00	1.42493	1.42494	1.42425	1.42447	1668	8
2018-04-13 18:30:00	1.42447	1.42452	1.42341	1.42365	1568	8
2018-04-13 19:00:00	1.42364	1.42417	1.42356	1.42388	2706	8
2018-04-13 19:30:00	1.42386	1.4245	1.42366	1.42445	1484	8
2018-04-13 20:00:00	1.42445	1.42463	1.42402	1.42404	962	8
2018-04-13 20:30:00	1.42404	1.42461	1.42306	1.42372	1786	12
2018-04-15 21:00:00	1.42397	1.42462	1.42291	1.4241	625	58
2018-04-15 21:30:00	1.42409	1.42476	1.42366	1.42378	881	63
2018-04-15 22:00:00	1.42384	1.42445	1.4234	1.42353	1921	57
2018-04-15 22:30:00	1.42357	1.42379	1.42349	1.42378	641	18
2018-04-15 23:00:00	1.4238	1.42417	1.42368	1.42407	581	12
2018-04-15 23:30:00	1.42407	1.42462	1.424	1.42454	514	10
2018-04-16 00:00:00	1.42453	1.42485	1.42449	1.4248	584	8
2018-04-16 00:30:00	1.42481	1.42634	1.42472	1.42612	1120	7
2018-04-16 01:00:00	1.42612	1.42623	1.42575	1.42599	846	9
2018-04-16 01:30:00	1.426	1.42602	1.42539	1.42539	961	10
2018-04-16 02:00:00	1.42538	1.42612	1.42499	1.42603	724	7
2018-04-16 02:30:00	1.42603	1.42621	1.42576	1.42612	729	10
2018-04-16 03:00:00	1.42613	1.42664	1.42599	1.42651	1140	8
2018-04-16 03:30:00	1.42651	1.42651	1.42621	1.42627	1032	8
2018-04-16 04:00:00	1.42628	1.4263	1.42576	1.4259	1100	9
2018-04-16 04:30:00	1.42589	1.4259	1.4256	1.4256	645	8
2018-04-16 05:00:00	1.4256	1.4257	1.42517	1.4253	671	9
2018-04-16 05:30:00	1.42532	1.42535	1.42455	1.42466	965	8
2018-04-16 06:00:00	1.42467	1.42689	1.42467	1.42677	2152	9
2018-04-16 06:30:00	1.42676	1.42676	1.42366	1.42408	2962	9
2018-04-16 07:00:00	1.42407	1.42527	1.42366	1.42469	3606	7
2018-04-16 07:30:00	1.42469	1.42629	1.4245	1.42579	3529	7
2018-04-16 08:00:00	1.42578	1.42774	1.42555	1.42719	3659	8
2018-04-16 08:30:00	1.42719	1.42803	1.42675	1.42708	3436	8
2018-04-16 09:00:00	1.42706	1.42851	1.42664	1.42809	2529	8
2018-04-16 09:30:00	1.42808	1.43127	1.42798	1.4302	4959	10
2018-04-16 10:00:00	1.43024	1.4307	1.42972	1.42995	3737	9
2018-04-16 10:30:00	1.42995	1.4309	1.42968	1.42974	2716	9
2018-04-16 11:00:00	1.42976	1.43082	1.4297	1.43074	2556	9
2018-04-16 11:30:00	1.43074	1.43207	1.43053	1.43096	3073	9
2018-04-16 12:00:00	1.43093	1.43112	1.42978	1.43002	3471	8
2018-04-16 12:30:00	1.42996	1.43135	1.42995	1.43117	4540	15
2018-04-16 13:00:00	1.43118	1.43289	1.43081	1.4328	4202	9
2018-04-16 13:30:00	1.4328	1.43336	1.43186	1.43322	3362	7
2018-04-16 14:00:00	1.43322	1.43378	1.43149	1.43191	3612	8
2018-04-16 14:30:00	1.43191	1.43339	1.43116	1.43282	3882	7
2018-04-16 15:00:00	1.4328	1.43333	1.43189	1.43189	3190	6
2018-04-16 15:30:00	1.43188	1.43329	1.43173	1.43327	2819	7
2018-04-16 16:00:00	1.43322	1.43342	1.43265	1.43321	2189	8
2018-04-16 16:30:00	1.43328	1.43345	1.43223	1.43246	2039	6
2018-04-16 17:00:00	1.43246	1.43271	1.4322	1.43243	1354	7
2018-04-16 17:30:00	1.43243	1.43268	1.43197	1.432	980	6
2018-04-16 18:00:00	1.43201	1.43254	1.43188	1.4325	1030	6
2018-04-16 18:30:00	1.4325	1.43316	1.43237	1.43316	1267	7
2018-04-16 19:00:00	1.43316	1.43328	1.43267	1.43271	1122	6
2018-04-16 19:30:00	1.4327	1.43365	1.43268	1.4336	1266	10
2018-04-16 20:00:00	1.43361	1.43438	1.4333	1.43381	1593	9
2018-04-16 20:30:00	1.43381	1.43412	1.43365	1.43369	2276	12
2018-04-16 21:00:00	1.43366	1.4337	1.43338	1.43364	260	51
2018-04-16 21:30:00	1.43365	1.43398	1.43345	1.4336	1231	21
2018-04-16 22:00:00	1.43358	1.43432	1.43356	1.43386	666	19
2018-04-16 22:30:00	1.43387	1.43417	1.4337	1.43372	821	11
2018-04-16 23:00:00	1.43373	1.43438	1.43336	1.43378	966	10
2018-04-16 23:30:00	1.43378	1.43421	1.43377	1.434	1044	14
2018-04-17 00:00:00	1.434	1.4344	1.43398	1.43435	980	11
2018-04-17 00:30:00	1.43438	1.43539	1.43419	1.43428	1506	7
2018-04-17 01:00:00	1.43431	1.43467	1.43431	1.43445	936	9
2018-04-17 01:30:00	1.43447	1.43451	1.43376	1.4338	1066	9
2018-04-17 02:00:00	1.43381	1.4339	1.43344	1.43367	1116	8
2018-04-17 02:30:00	1.43367	1.43392	1.43357	1.43389	583	10
2018-04-17 03:00:00	1.43391	1.43435	1.43365	1.43368	965	7
2018-04-17 03:30:00	1.43367	1.43369	1.43338	1.43351	636	8
2018-04-17 04:00:00	1.43351	1.43422	1.43351	1.43415	563	8
2018-04-17 04:30:00	1.43415	1.4342	1.43377	1.43409	1149	8
2018-04-17 05:00:00	1.43409	1.43475	1.43404	1.43416	1228	9
2018-04-17 05:30:00	1.43416	1.43423	1.43376	1.43386	1355	9
2018-04-17 06:00:00	1.43389	1.43688	1.43389	1.436	3784	10
2018-04-17 06:30:00	1.43598	1.43658	1.43549	1.43658	2988	7
2018-04-17 07:00:00	1.43656	1.43753	1.43613	1.43744	4429	7
2018-04-17 07:30:00	1.43744	1.43763	1.4365	1.43659	3895	9
2018-04-17 08:00:00	1.43659	1.4368	1.4359	1.43613	3997	7
2018-04-17 08:30:00	1.43614	1.43632	1.43259	1.4327	6348	13
2018-04-17 09:00:00	1.43272	1.43365	1.43222	1.43303	3866	8
2018-04-17 09:30:00	1.43304	1.43323	1.43119	1.43205	3707	5
2018-04-17 10:00:00	1.43203	1.43234	1.43057	1.43122	3255	8
2018-04-17 10:30:00	1.43122	1.43346	1.43119	1.43319	3304	9
2018-04-17 11:00:00	1.43321	1.43377	1.43269	1.43332	3220	9
2018-04-17 11:30:00	1.43332	1.43459	1.4331	1.43353	3266	8
2018-04-17 12:00:00	1.43353	1.43361	1.43182	1.43251	4657	8
2018-04-17 12:30:00	1.4325	1.43256	1.43091	1.43193	4226	10
2018-04-17 13:00:00	1.43194	1.43272	1.43148	1.43154	4259	8
2018-04-17 13:30:00	1.43154	1.43197	1.43046	1.4305	4564	7
2018-04-17 14:00:00	1.43054	1.4323	1.43054	1.43097	4203	8
2018-04-17 14:30:00	1.43095	1.43224	1.43049	1.43092	5449	9
2018-04-17 15:00:00	1.43093	1.4315	1.42932	1.42963	4638	7
2018-04-17 15:30:00	1.42963	1.43082	1.42935	1.42993	4761	9
2018-04-17 16:00:00	1.42993	1.42993	1.42848	1.42915	3854	8
2018-04-17 16:30:00	1.42913	1.42924	1.42868	1.42874	3339	8
2018-04-17 17:00:00	1.42874	1.43047	1.42873	1.42986	3033	10
2018-04-17 17:30:00	1.42986	1.42996	1.42913	1.42925	2402	9
2018-04-17 18:00:00	1.42929	1.43009	1.42912	1.42997	1688	8
2018-04-17 18:30:00	1.42997	1.43017	1.4285	1.42866	2061	9
2018-04-17 19:00:00	1.42866	1.42876	1.42826	1.42868	1659	9
2018-04-17 19:30:00	1.42867	1.42889	1.42832	1.42884	1505	9
2018-04-17 20:00:00	1.42885	1.42929	1.42877	1.42927	1109	9
2018-04-17 20:30:00	1.42927	1.42936	1.42862	1.42862	2495	11
2018-04-17 21:00:00	1.4285	1.42908	1.42835	1.42875	560	66
2018-04-17 21:30:00	1.42875	1.42898	1.4286	1.42892	630	20
2018-04-17 22:00:00	1.42891	1.42941	1.42891	1.42911	971	15
2018-04-17 22:30:00	1.4291	1.42941	1.42896	1.42933	773	16
2018-04-17 23:00:00	1.42933	1.42946	1.42914	1.42941	886	15
2018-04-17 23:30:00	1.42941	1.42973	1.42941	1.42964	793	10
2018-04-18 00:00:00	1.42963	1.42997	1.42955	1.42992	872	9
2018-04-18 00:30:00	1.42992	1.43006	1.42962	1.42972	772	8
2018-04-18 01:00:00	1.42972	1.42973	1.42901	1.42946	833	9
2018-04-18 01:30:00	1.42947	1.42968	1.42928	1.42943	936	8
2018-04-18 02:00:00	1.42948	1.43044	1.42948	1.43042	1315	8
2018-04-18 02:30:00	1.43042	1.43058	1.43027	1.43045	928	9
2018-04-18 03:00:00	1.43045	1.43056	1.43012	1.43021	661	7
2018-04-18 03:30:00	1.43022	1.43052	1.4296	1.43022	988	7
2018-04-18 04:00:00	1.43022	1.43026	1.4298	1.4299	513	9
2018-04-18 04:30:00	1.42989	1.42998	1.42944	1.42996	885	7
2018-04-18 05:00:00	1.4299	1.42997	1.42942	1.42951	441	5
2018-04-18 05:30:00	1.42951	1.43078	1.42941	1.43071	1165	9
2018-04-18 06:00:00	1.43068	1.43142	1.43014	1.43056	3359	9
2018-04-18 06:30:00	1.43056	1.43095	1.42892	1.42922	3641	8
2018-04-18 07:00:00	1.42922	1.42948	1.42699	1.42822	5243	7
2018-04-18 07:30:00	1.42823	1.42906	1.42718	1.42811	3911	7
2018-04-18 08:00:00	1.42811	1.42818	1.42661	1.42729	4169	8
2018-04-18 08:30:00	1.42725	1.42725	1.41796	1.41925	8998	16
2018-04-18 09:00:00	1.41921	1.41921	1.41728	1.41817	6203	11
2018-04-18 09:30:00	1.41814	1.41995	1.41784	1.41861	4082	8
2018-04-18 10:00:00	1.41861	1.42023	1.41855	1.41991	3418	9
2018-04-18 10:30:00	1.41991	1.42104	1.41946	1.42082	4113	10
2018-04-18 11:00:00	1.42081	1.42155	1.4205	1.42124	4190	8
2018-04-18 11:30:00	1.42126	1.42175	1.4205	1.42164	3226	9
2018-04-18 12:00:00	1.42162	1.42289	1.42162	1.42253	3623	9
2018-04-18 12:30:00	1.42251	1.42387	1.42251	1.42384	4052	9
2018-04-18 13:00:00	1.42383	1.42393	1.42102	1.42124	4495	9
2018-04-18 13:30:00	1.42129	1.42363	1.42102	1.42321	4294	8
2018-04-18 14:00:00	1.42321	1.42387	1.42255	1.42296	4496	8
2018-04-18 14:30:00	1.42301	1.42462	1.42262	1.42341	4867	8
2018-04-18 15:00:00	1.42341	1.42351	1.42202	1.42276	3857	7
2018-04-18 15:30:00	1.42278	1.42292	1.42154	1.42265	3605	8
